STATN	STNCODE	MONTH	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:number_of_values	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:number_of_values	DOXY_BTL_bottom:mean	DOXY_BTL_bottom:std	DOXY_BTL_bottom:number_of_values	O2SAT_BTL:mean	O2SAT_BTL:std	O2SAT_BTL:number_of_values	H2S:mean	H2S:std	H2S:number_of_values	PHOS:mean	PHOS:std	PHOS:number_of_values	DIN:mean	DIN:std	DIN:number_of_values	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:number_of_values	NTRI:mean	NTRI:std	NTRI:number_of_values	NTRA:mean	NTRA:std	NTRA:number_of_values	AMON:mean	AMON:std	AMON:number_of_values	PTOT:mean	PTOT:std	PTOT:number_of_values	NTOT:mean	NTOT:std	NTOT:number_of_values	CHLA:mean	CHLA:std	CHLA:number_of_values	SECCHI:mean	SECCHI:std	SECCHI:number_of_values
E ÄLVSBORGSBRON	KANI07	04	3.59	1.15	17	3.24	1.33	17	7.57	0.72	28	101.16	3.84	18	nan	nan	0	0.17	0.09	18	30.19	5.75	18	21.25	7.58	18	0.20	0.07	18	29.58	5.97	18	2.19	0.93	18	49.70	8.69	15	49.70	8.69	15	2.06	0.83	15	1.52	0.53	13
E ÄLVSBORGSBRON	KANI07	05	9.31	1.99	20	3.09	0.97	20	6.68	0.48	31	100.59	2.36	22	nan	nan	0	0.12	0.07	22	27.87	6.36	22	14.16	5.91	22	0.21	0.06	22	27.23	6.58	22	2.29	0.57	22	46.88	7.72	18	46.88	7.72	18	2.49	1.04	18	1.76	0.42	22
E ÄLVSBORGSBRON	KANI07	06	14.11	1.57	12	3.68	1.52	14	5.89	0.57	26	98.24	2.62	13	nan	nan	0	0.13	0.07	15	24.60	5.13	15	11.49	3.68	15	0.25	0.06	15	23.80	4.97	15	2.37	0.87	15	44.34	5.00	15	44.34	5.00	15	3.05	1.03	15	1.66	0.32	14
E ÄLVSBORGSBRON	KANI07	07	16.70	1.81	13	3.53	1.49	13	5.28	0.40	26	95.24	3.75	15	nan	nan	0	0.18	0.13	15	23.56	4.42	15	13.18	4.58	15	0.32	0.08	15	22.54	4.75	15	2.77	0.77	15	45.60	4.44	15	45.60	4.44	15	2.82	1.20	15	1.50	0.40	15
E ÄLVSBORGSBRON	KANI07	08	18.35	1.81	12	3.94	1.20	13	4.81	0.55	25	92.05	2.92	15	nan	nan	0	0.24	0.10	16	21.05	4.19	16	12.75	2.95	16	0.39	0.11	16	20.05	4.11	16	3.54	2.21	15	42.51	5.14	16	42.51	5.14	16	2.73	1.13	16	1.57	0.34	15
E ÄLVSBORGSBRON	KANI07	09	16.24	0.92	15	3.94	1.66	15	4.49	0.72	27	90.36	3.82	16	nan	nan	0	0.25	0.12	17	21.09	4.25	17	14.43	5.19	17	0.36	0.11	17	20.76	3.46	16	3.04	0.73	17	43.04	5.10	17	43.04	5.10	17	2.67	1.43	17	1.92	0.37	12
E ÄLVSBORGSBRON	KANI07	10	12.23	1.83	14	4.45	3.14	13	5.03	0.98	27	92.35	3.07	17	nan	nan	0	0.23	0.08	17	21.53	4.66	17	16.18	8.37	17	0.31	0.11	17	20.50	5.23	17	2.87	0.94	17	41.73	7.26	17	41.73	7.26	17	2.15	0.86	16	1.44	0.58	8
E ÄLVSBORGSBRON	KANI07	11	7.64	1.52	14	3.87	1.37	13	5.89	0.49	26	92.89	3.48	16	nan	nan	0	0.25	0.12	16	25.53	4.01	16	21.67	9.21	16	0.26	0.13	16	24.52	4.13	16	2.52	0.81	16	46.10	6.28	16	46.10	6.28	16	2.12	0.70	16	1.40	0.37	6
E ÄLVSBORGSBRON	KANI07	12	4.08	1.40	12	3.95	1.62	12	6.38	0.64	25	93.46	6.02	15	nan	nan	0	0.27	0.16	15	27.95	5.47	15	24.53	9.49	15	0.32	0.31	15	26.91	6.40	15	2.30	0.79	15	46.02	7.23	15	46.02	7.23	15	1.62	0.62	15	0.83	0.24	3
ANHOLT E	KAEX29	01	2.99	1.88	25	22.55	3.70	25	5.99	0.45	35	99.11	1.28	25	nan	nan	0	0.57	0.12	25	5.46	1.72	25	9.45	2.96	25	0.30	0.15	25	4.87	1.66	25	0.37	0.22	24	19.19	1.66	24	19.19	1.66	24	2.00	2.24	25	7.50	2.69	4
ANHOLT E	KAEX29	02	2.06	1.52	28	21.39	2.95	28	6.07	0.50	38	102.33	3.78	29	nan	nan	0	0.44	0.21	29	4.77	2.97	29	8.14	3.93	29	0.23	0.17	29	4.81	2.46	26	0.21	0.15	29	20.62	2.56	29	20.62	2.56	29	5.59	5.15	28	5.70	2.29	10
ANHOLT E	KAEX29	03	2.84	1.58	24	19.50	2.53	24	5.94	0.51	32	105.06	2.95	26	nan	nan	0	0.13	0.13	26	0.65	1.29	26	3.20	3.79	26	0.07	0.10	26	1.37	1.52	9	0.19	0.12	24	18.15	2.34	26	18.15	2.34	26	4.91	3.77	26	7.35	2.72	10
ANHOLT E	KAEX29	04	6.55	1.89	32	17.73	2.69	32	5.59	0.56	45	104.18	2.81	31	nan	nan	0	0.08	0.04	32	0.16	0.13	32	2.35	1.97	32	0.03	0.02	32	0.21	0.20	5	0.17	0.14	31	17.02	1.84	32	17.02	1.84	32	1.66	1.21	31	8.08	1.46	19
ANHOLT E	KAEX29	05	11.02	1.55	23	16.69	2.31	23	5.64	0.44	34	103.90	2.40	23	nan	nan	0	0.08	0.03	23	0.15	0.09	23	2.53	1.80	23	0.03	0.03	23	nan	nan	2	0.13	0.10	23	16.60	1.88	23	16.60	1.88	23	1.30	0.79	23	8.12	1.58	17
ANHOLT E	KAEX29	06	15.49	1.82	30	17.66	3.18	30	5.05	0.48	43	105.60	2.94	30	nan	nan	0	0.07	0.04	30	0.15	0.05	30	2.06	1.76	30	0.03	0.01	30	0.12	0.03	6	0.13	0.07	30	16.38	1.51	30	16.38	1.51	30	1.31	0.67	30	7.26	1.45	19
ANHOLT E	KAEX29	07	18.55	1.53	33	18.61	2.33	33	4.12	0.53	44	105.22	5.19	34	nan	nan	0	0.06	0.04	35	0.14	0.05	35	0.92	1.10	35	0.03	0.01	35	0.13	0.05	4	0.15	0.09	35	16.28	2.09	35	16.28	2.09	35	1.25	1.13	35	8.17	1.90	26
ANHOLT E	KAEX29	08	19.05	1.36	41	19.01	2.07	41	3.26	0.69	59	102.80	3.64	40	nan	nan	0	0.06	0.03	41	0.15	0.09	41	1.20	0.94	41	0.03	0.01	41	nan	nan	2	0.18	0.08	39	16.39	1.62	41	16.39	1.62	41	1.07	0.64	40	9.12	1.67	20
ANHOLT E	KAEX29	09	16.48	1.02	37	19.90	1.91	37	2.64	0.77	53	101.37	1.79	39	nan	nan	0	0.07	0.03	39	0.14	0.04	39	1.84	1.23	39	0.03	0.01	39	0.10	0.00	3	0.19	0.09	39	16.37	1.54	39	16.37	1.54	39	1.38	0.81	39	8.13	1.93	15
ANHOLT E	KAEX29	10	12.02	1.31	27	21.46	2.49	27	3.59	0.86	36	99.89	2.00	28	nan	nan	0	0.17	0.06	28	0.17	0.09	28	3.56	1.97	28	0.03	0.02	28	0.16	0.07	7	0.17	0.08	27	15.86	1.91	28	15.86	1.91	28	2.70	0.93	28	7.86	0.83	7
ANHOLT E	KAEX29	11	8.84	1.61	16	22.14	3.32	16	4.43	0.46	37	99.71	1.83	20	nan	nan	0	0.26	0.10	19	0.75	0.80	19	4.35	3.51	19	0.11	0.12	19	0.68	0.58	14	0.26	0.21	17	15.22	2.01	20	15.22	2.01	20	4.02	2.23	20	8.25	1.56	8
ANHOLT E	KAEX29	12	5.91	1.97	17	23.08	4.32	16	5.18	0.55	28	99.26	1.68	19	nan	nan	0	0.45	0.12	19	3.23	1.11	19	7.15	3.06	19	0.24	0.16	19	2.76	0.99	19	0.43	0.24	17	16.68	1.95	19	16.68	1.95	19	2.18	1.68	19	nan	nan	2
FLADEN	KANX25	01	3.59	1.86	18	25.20	3.66	18	6.22	0.50	28	98.75	1.06	18	nan	nan	0	0.63	0.13	18	6.83	2.73	18	10.56	2.82	18	0.35	0.42	18	6.12	2.17	18	0.53	0.38	18	20.34	2.44	18	20.34	2.44	18	1.62	2.32	18	6.67	0.94	3
FLADEN	KANX25	02	2.12	1.37	23	22.55	3.47	23	6.41	0.37	34	101.69	2.98	24	nan	nan	0	0.46	0.20	24	5.39	3.22	24	8.22	4.52	24	0.26	0.19	24	5.82	2.25	20	0.21	0.18	23	20.50	2.89	24	20.50	2.89	24	3.83	3.88	23	nan	nan	1
FLADEN	KANX25	03	3.21	1.60	14	22.23	3.55	14	6.41	0.29	22	105.13	3.52	15	nan	nan	0	0.10	0.06	15	0.70	1.57	15	1.72	1.77	15	0.05	0.06	15	1.19	1.97	7	0.21	0.19	14	17.27	2.57	15	17.27	2.57	15	4.30	3.79	15	6.42	2.71	6
FLADEN	KANX25	04	6.41	1.85	16	20.27	3.58	16	6.16	0.27	27	105.62	3.16	16	nan	nan	0	0.07	0.03	16	0.58	1.66	16	1.74	1.70	16	0.04	0.03	16	nan	nan	2	0.18	0.13	16	17.03	2.35	16	17.03	2.35	16	2.34	1.68	16	7.50	2.29	4
FLADEN	KANX25	05	10.95	1.50	12	19.44	3.17	12	5.83	0.26	22	104.04	2.30	12	nan	nan	0	0.06	0.02	12	0.13	0.02	12	1.63	1.41	12	0.02	0.00	12	0.12	0.02	3	0.13	0.07	12	16.31	1.63	12	16.31	1.63	12	1.44	0.57	12	8.62	2.63	4
FLADEN	KANX25	06	15.52	1.88	18	20.78	3.46	18	5.37	0.47	26	105.03	2.82	17	nan	nan	0	0.05	0.02	17	0.14	0.05	17	1.21	1.41	17	0.03	0.01	17	0.10	0.00	3	0.11	0.06	17	15.50	2.15	17	15.50	2.15	17	1.35	0.65	17	8.21	2.14	7
FLADEN	KANX25	07	18.37	1.35	19	21.05	2.98	19	4.65	0.39	26	104.79	3.21	19	nan	nan	0	0.06	0.03	19	0.14	0.04	19	0.48	0.53	19	0.02	0.01	19	nan	nan	1	0.16	0.08	18	16.00	4.10	19	16.00	4.10	19	1.05	0.51	19	8.50	1.94	8
FLADEN	KANX25	08	18.87	1.29	17	20.77	2.73	17	4.21	0.36	29	102.43	2.50	18	nan	nan	0	0.07	0.05	18	0.14	0.06	18	1.26	1.05	18	0.02	0.01	18	nan	nan	1	0.16	0.07	17	16.22	2.32	18	16.22	2.32	18	1.01	0.44	18	7.60	1.02	5
FLADEN	KANX25	09	16.28	0.99	28	23.12	2.66	28	3.96	0.59	47	100.68	1.97	28	nan	nan	0	0.07	0.03	28	0.15	0.07	28	1.70	1.07	28	0.03	0.02	28	0.18	0.10	4	0.20	0.13	28	15.70	1.62	28	15.70	1.62	28	1.47	0.61	28	7.79	1.11	12
FLADEN	KANX25	10	12.33	1.42	14	22.89	3.37	14	4.59	0.42	19	99.29	1.66	14	nan	nan	0	0.17	0.05	14	0.20	0.15	14	2.95	1.83	14	0.05	0.05	14	0.16	0.08	4	0.19	0.14	14	15.14	2.03	14	15.14	2.03	14	2.43	1.51	14	7.50	0.50	4
FLADEN	KANX25	11	8.96	1.55	11	25.23	4.14	11	4.81	0.32	24	98.86	2.91	15	nan	nan	0	0.31	0.13	15	1.37	1.29	15	4.29	3.28	15	0.21	0.24	15	1.15	0.83	12	0.30	0.38	12	15.05	2.23	15	15.05	2.23	15	2.77	1.30	15	nan	nan	2
FLADEN	KANX25	12	6.02	1.82	15	24.55	3.51	15	5.64	0.37	21	98.83	1.22	15	nan	nan	0	0.44	0.09	15	3.46	1.61	15	6.50	2.14	15	0.22	0.15	15	3.19	1.25	14	0.61	0.38	14	16.87	1.64	15	16.87	1.64	15	2.06	1.92	15	nan	nan	0
N14 FALKENBERG	KANX50	01	2.57	2.24	7	22.16	3.44	7	6.13	0.56	16	101.32	7.12	8	nan	nan	0	0.62	0.10	8	5.93	1.24	8	11.29	3.82	8	0.31	0.13	7	5.17	1.27	7	0.43	0.22	7	21.41	3.62	8	21.41	3.62	8	1.93	2.29	8	nan	nan	2
N14 FALKENBERG	KANX50	02	1.51	1.60	11	18.77	2.74	11	6.20	0.64	21	102.71	4.03	12	nan	nan	0	0.42	0.27	12	4.18	3.44	12	8.24	5.67	12	0.25	0.22	11	5.09	1.71	7	0.21	0.12	11	21.38	3.01	12	21.38	3.01	12	7.12	5.73	11	5.62	2.90	4
N14 FALKENBERG	KANX50	03	3.00	1.81	8	21.25	3.58	8	6.52	0.85	19	104.78	3.41	9	nan	nan	0	0.13	0.12	9	1.08	1.82	9	2.66	2.88	9	0.07	0.08	8	1.50	2.07	5	0.25	0.14	8	17.97	1.72	9	17.97	1.72	9	3.68	2.49	9	7.17	2.39	6
N14 FALKENBERG	KANX50	04	5.96	1.96	8	18.82	1.66	8	6.09	0.62	18	104.28	3.41	9	nan	nan	0	0.08	0.03	9	0.24	0.19	9	2.72	1.87	9	0.02	0.01	8	nan	nan	2	0.19	0.09	8	18.36	3.14	9	18.36	3.14	9	1.94	0.81	9	6.25	1.15	6
N14 FALKENBERG	KANX50	05	11.28	2.03	5	16.77	2.18	5	6.32	0.77	17	107.67	8.56	6	nan	nan	0	0.09	0.03	6	0.16	0.09	6	2.93	1.24	6	0.02	0.00	5	nan	nan	0	0.13	0.09	5	16.98	1.38	6	16.98	1.38	6	1.19	0.74	6	7.62	1.39	4
N14 FALKENBERG	KANX50	06	16.26	2.28	10	17.24	2.53	10	5.79	0.69	23	107.82	6.14	11	nan	nan	0	0.06	0.03	11	0.14	0.06	11	2.45	1.67	11	0.03	0.01	10	nan	nan	1	0.11	0.07	10	15.77	2.16	11	15.77	2.16	11	1.04	0.41	11	7.75	1.85	8
N14 FALKENBERG	KANX50	07	18.86	1.42	10	18.66	2.48	10	5.08	0.66	22	104.68	4.06	11	nan	nan	0	0.05	0.03	11	0.14	0.06	11	0.73	1.00	11	0.03	0.02	10	nan	nan	2	0.16	0.08	10	17.33	5.10	11	17.33	5.10	11	1.03	0.69	11	8.33	1.89	9
N14 FALKENBERG	KANX50	08	18.96	1.27	10	19.01	1.55	10	4.35	0.78	21	103.82	4.35	11	nan	nan	0	0.05	0.02	11	0.13	0.03	11	1.13	0.69	11	0.02	0.00	10	nan	nan	1	0.19	0.09	9	17.30	2.41	11	17.30	2.41	11	1.12	0.52	11	8.50	1.61	5
N14 FALKENBERG	KANX50	09	15.94	0.88	11	20.90	1.84	11	3.77	0.85	22	102.13	4.92	12	nan	nan	0	0.07	0.03	12	0.19	0.17	12	1.52	0.92	12	0.02	0.01	11	nan	nan	1	0.21	0.16	11	16.97	3.43	12	16.97	3.43	12	2.04	1.49	12	7.25	1.94	8
N14 FALKENBERG	KANX50	10	12.05	1.28	9	20.43	2.74	9	4.27	0.98	19	102.55	10.26	10	nan	nan	0	0.17	0.08	10	0.25	0.14	10	3.66	2.36	10	0.03	0.02	9	0.36	0.33	3	0.23	0.17	9	16.62	2.26	10	16.62	2.26	10	2.56	0.94	10	7.30	1.78	5
N14 FALKENBERG	KANX50	11	8.41	1.09	7	21.06	2.73	7	5.08	0.66	20	100.20	3.22	9	nan	nan	0	0.27	0.10	9	0.91	0.72	9	5.01	3.28	9	0.07	0.04	8	0.80	0.48	6	0.32	0.36	6	17.89	5.05	9	17.89	5.05	9	3.68	2.08	9	7.36	1.09	7
N14 FALKENBERG	KANX50	12	5.23	1.70	7	21.39	1.98	7	5.55	0.67	18	100.25	3.82	8	nan	nan	0	0.45	0.08	8	3.12	1.04	8	8.22	3.15	8	0.19	0.04	7	2.78	0.93	7	0.55	0.29	6	21.63	8.91	8	21.63	8.91	8	2.69	1.78	8	nan	nan	2
P2	SKEX23	01	4.12	2.00	16	29.14	4.09	16	6.52	0.53	22	98.84	1.40	16	nan	nan	0	0.61	0.15	16	8.31	3.66	16	8.65	3.67	16	0.67	0.76	16	7.44	2.25	15	0.69	0.68	16	20.11	3.80	16	20.11	3.80	16	1.26	1.49	15	6.88	2.56	4
P2	SKEX23	02	2.24	1.76	16	25.28	3.91	16	6.71	0.31	33	103.21	3.55	18	nan	nan	0	0.41	0.22	18	5.75	4.86	18	6.51	4.85	18	0.19	0.15	18	6.89	4.22	14	0.20	0.18	18	20.21	3.54	18	20.21	3.54	18	5.49	4.91	18	5.82	1.86	11
P2	SKEX23	03	3.71	1.45	14	27.62	3.27	14	6.70	0.34	24	105.68	5.68	14	nan	nan	0	0.22	0.12	14	4.79	3.53	14	2.98	2.24	14	0.18	0.18	14	6.17	2.23	10	0.29	0.23	13	17.64	3.30	14	17.64	3.30	14	3.26	2.54	14	5.40	1.74	5
P2	SKEX23	04	6.44	1.64	15	23.77	4.92	15	6.57	0.30	32	106.28	3.55	16	nan	nan	0	0.09	0.05	16	1.18	1.56	16	0.81	0.72	16	0.07	0.10	16	1.74	1.46	9	0.34	0.30	16	17.74	1.96	16	17.74	1.96	16	2.01	1.74	16	7.38	1.62	12
P2	SKEX23	05	10.58	1.39	13	22.76	5.05	13	6.08	0.43	28	105.32	2.44	13	nan	nan	0	0.07	0.02	13	0.22	0.24	13	1.00	0.73	13	0.03	0.01	13	0.47	0.28	3	0.19	0.14	13	16.33	1.27	13	16.33	1.27	13	1.70	0.80	13	7.27	1.96	11
P2	SKEX23	06	14.75	2.30	15	26.16	4.83	15	5.84	0.28	27	107.62	4.76	16	nan	nan	0	0.06	0.03	16	0.23	0.25	16	1.01	0.76	16	0.04	0.05	16	0.43	0.41	3	0.16	0.11	16	15.16	2.86	16	15.16	2.86	16	1.58	0.78	16	7.73	2.02	11
P2	SKEX23	07	17.88	1.54	17	26.64	4.31	17	5.38	0.37	27	105.94	3.98	18	nan	nan	0	0.06	0.05	18	0.22	0.34	18	0.46	0.43	18	0.03	0.02	18	0.44	0.53	4	0.21	0.12	18	18.54	12.98	18	18.54	12.98	18	1.24	0.89	18	9.15	1.62	17
P2	SKEX23	08	18.29	1.28	19	26.96	4.49	19	5.02	0.39	36	104.27	4.79	19	nan	nan	0	0.08	0.04	19	0.15	0.08	19	1.29	0.89	19	0.02	0.00	19	nan	nan	2	0.21	0.12	19	14.32	3.14	19	14.32	3.14	19	1.81	1.86	19	8.25	1.63	12
P2	SKEX23	09	16.12	1.11	22	29.01	3.33	22	4.95	0.55	36	101.20	2.57	21	nan	nan	0	0.11	0.06	22	0.16	0.12	22	1.71	0.80	22	0.03	0.01	22	0.11	0.01	3	0.24	0.20	22	13.96	2.53	22	13.96	2.53	22	1.56	0.86	21	8.38	1.99	12
P2	SKEX23	10	12.50	1.55	14	27.52	3.34	14	5.09	0.35	18	97.82	2.48	14	nan	nan	0	0.21	0.07	14	0.67	0.56	14	3.00	1.34	14	0.15	0.13	14	0.38	0.34	13	0.39	0.33	14	13.97	1.50	14	13.97	1.50	14	2.21	1.10	14	7.20	1.94	5
P2	SKEX23	11	9.20	1.58	11	28.40	3.86	11	5.54	0.34	27	99.70	2.37	15	nan	nan	0	0.37	0.12	15	1.97	1.02	15	4.08	2.07	15	0.36	0.27	15	1.21	0.55	15	0.73	0.64	13	15.98	2.55	15	15.98	2.55	15	2.30	0.94	15	7.25	1.71	8
P2	SKEX23	12	6.74	2.25	15	28.41	4.42	15	5.87	0.45	25	98.94	1.51	14	nan	nan	0	0.48	0.10	15	4.48	2.11	15	5.96	2.01	15	0.34	0.28	15	3.68	1.60	15	1.02	0.72	14	17.17	3.76	15	17.17	3.76	15	1.49	1.35	15	nan	nan	0
SLÄGGÖ	FIBG27	01	3.12	2.08	24	25.47	2.06	24	5.25	0.55	21	98.58	2.64	24	nan	nan	0	0.52	0.12	24	7.15	3.40	24	10.57	5.44	24	0.19	0.09	24	7.05	3.05	23	0.71	0.40	24	20.78	4.20	24	20.78	4.20	24	1.86	2.82	23	4.40	2.06	5
SLÄGGÖ	FIBG27	02	2.16	1.55	25	24.97	2.67	24	5.43	1.05	20	100.54	3.25	27	nan	nan	0	0.51	0.18	27	8.64	4.76	27	11.55	6.54	27	0.29	0.23	27	8.37	4.35	26	0.56	0.39	27	22.60	4.79	27	22.60	4.79	27	2.75	3.54	27	5.52	1.85	15
SLÄGGÖ	FIBG27	03	2.61	1.81	28	24.74	2.96	28	5.32	0.94	22	104.59	5.85	28	nan	nan	0	0.22	0.19	28	3.94	4.11	28	4.48	4.64	28	0.13	0.10	28	4.28	3.95	24	0.31	0.25	27	18.90	3.60	28	18.90	3.60	28	4.53	4.01	28	6.82	2.22	22
SLÄGGÖ	FIBG27	04	5.58	2.12	29	22.63	3.30	29	5.16	0.91	24	106.83	5.05	29	nan	nan	0	0.09	0.06	29	2.27	3.19	29	3.98	5.58	29	0.08	0.07	29	2.59	3.27	24	0.49	0.50	29	19.83	4.41	29	19.83	4.41	29	2.46	1.43	29	5.93	2.53	25
SLÄGGÖ	FIBG27	05	10.62	2.03	27	22.18	2.62	27	5.22	0.68	22	106.34	4.00	28	nan	nan	0	0.06	0.02	28	0.82	1.15	28	2.84	2.30	28	0.06	0.04	28	1.38	1.47	16	0.33	0.26	27	17.97	1.74	28	17.97	1.74	28	2.31	1.31	28	6.76	2.13	27
SLÄGGÖ	FIBG27	06	15.13	1.90	24	23.78	3.12	24	4.43	0.69	29	110.15	4.64	27	nan	nan	0	0.05	0.02	27	0.25	0.33	27	0.65	0.69	27	0.04	0.03	27	0.75	0.72	6	0.14	0.10	27	15.84	2.25	27	15.84	2.25	27	2.13	0.70	27	6.62	1.50	24
SLÄGGÖ	FIBG27	07	18.22	1.71	33	23.76	1.94	32	4.05	0.46	26	105.98	3.45	33	nan	nan	0	0.05	0.02	33	0.25	0.43	33	0.55	0.50	33	0.04	0.03	33	0.42	0.70	8	0.26	0.29	32	16.10	2.22	33	16.10	2.22	33	1.70	1.13	33	7.48	1.96	31
SLÄGGÖ	FIBG27	08	18.94	1.41	31	23.56	2.40	31	3.37	0.59	23	103.80	4.14	33	nan	nan	0	0.06	0.03	33	0.16	0.08	33	1.05	0.78	33	0.03	0.01	33	0.17	0.08	7	0.23	0.13	33	15.76	2.21	33	15.76	2.21	33	2.00	0.99	33	7.07	2.14	28
SLÄGGÖ	FIBG27	09	16.39	0.94	28	25.00	2.09	28	3.18	0.58	22	100.56	4.54	28	nan	nan	0	0.08	0.03	29	0.24	0.29	29	1.28	1.24	29	0.04	0.05	29	0.35	0.37	8	0.20	0.13	29	15.63	1.87	29	15.63	1.87	29	2.40	1.06	29	7.25	1.98	24
SLÄGGÖ	FIBG27	10	12.84	1.47	28	25.19	2.75	28	3.58	0.83	26	97.63	4.44	29	nan	nan	0	0.13	0.08	29	0.70	1.06	29	2.46	2.24	29	0.07	0.07	29	0.83	1.10	18	0.57	0.90	28	16.27	2.46	29	16.27	2.46	29	2.72	1.43	29	7.44	2.94	17
SLÄGGÖ	FIBG27	11	9.38	1.44	26	26.06	2.68	25	4.07	0.89	22	96.39	3.65	28	nan	nan	0	0.31	0.11	28	2.86	1.79	29	6.92	5.25	29	0.29	0.21	29	2.27	1.50	29	0.77	0.61	26	17.27	3.84	29	17.27	3.84	29	2.56	2.04	29	6.79	2.91	11
SLÄGGÖ	FIBG27	12	6.18	1.99	27	25.87	3.13	27	4.55	0.95	24	97.27	1.95	27	nan	nan	0	0.44	0.10	28	5.25	2.43	28	9.42	6.23	28	0.32	0.19	28	4.56	2.36	28	1.10	0.46	27	19.51	4.47	28	19.51	4.47	28	1.49	1.05	28	5.50	2.58	11
Å13	SKEX14	01	3.74	2.02	14	29.01	3.35	14	6.44	0.61	12	98.71	1.11	14	nan	nan	0	0.57	0.14	14	7.90	3.39	14	8.36	3.19	14	0.51	0.64	14	7.41	2.17	13	0.47	0.40	14	18.17	2.40	14	18.17	2.40	14	1.73	3.19	14	nan	nan	0
Å13	SKEX14	02	2.77	1.77	17	27.16	4.30	17	6.53	0.29	14	102.56	3.99	17	nan	nan	0	0.45	0.22	17	7.51	4.92	17	7.55	4.74	17	0.36	0.46	17	7.45	4.12	16	0.28	0.23	17	20.46	3.73	17	20.46	3.73	17	3.16	3.21	16	nan	nan	0
Å13	SKEX14	03	3.47	1.69	14	27.50	3.08	14	6.63	0.18	12	105.32	4.21	14	nan	nan	0	0.16	0.11	14	3.48	3.66	14	2.80	2.33	14	0.14	0.14	14	4.05	3.45	11	0.28	0.16	13	17.05	2.91	14	17.05	2.91	14	3.23	2.36	14	7.00	1.41	6
Å13	SKEX14	04	6.29	1.56	16	25.17	4.53	16	6.61	0.48	17	106.88	4.30	16	nan	nan	0	0.06	0.03	16	1.15	1.52	16	0.59	0.47	16	0.07	0.11	16	1.96	1.56	8	0.37	0.35	16	15.85	2.09	16	15.85	2.09	16	1.67	0.94	16	8.21	0.99	7
Å13	SKEX14	05	10.58	1.52	13	24.21	4.17	13	6.26	0.34	17	106.24	2.36	13	nan	nan	0	0.04	0.01	13	0.37	0.31	13	0.93	0.72	13	0.03	0.01	13	0.73	0.52	6	0.19	0.14	13	18.15	11.72	13	18.15	11.72	13	1.53	0.54	13	7.22	1.40	9
Å13	SKEX14	06	14.85	2.02	15	26.18	4.87	15	5.99	0.23	12	108.66	4.48	15	nan	nan	0	0.04	0.01	15	0.21	0.27	15	0.61	0.43	15	0.03	0.01	15	nan	nan	2	0.15	0.09	15	14.29	3.56	15	14.29	3.56	15	1.62	0.97	15	7.55	1.56	11
Å13	SKEX14	07	17.76	1.40	18	27.02	3.70	17	5.60	0.27	15	106.22	3.60	18	nan	nan	0	0.04	0.02	18	0.18	0.16	18	0.53	0.46	18	0.03	0.02	18	0.26	0.22	4	0.21	0.11	18	14.16	2.29	18	14.16	2.29	18	1.55	1.25	18	8.32	1.74	11
Å13	SKEX14	08	18.05	1.09	18	28.28	3.68	18	5.10	0.28	18	105.27	3.84	19	nan	nan	0	0.06	0.04	19	0.18	0.18	19	1.06	0.85	19	0.02	0.01	19	nan	nan	2	0.16	0.08	19	13.02	2.46	19	13.02	2.46	19	1.26	0.71	19	8.33	2.81	12
Å13	SKEX14	09	15.60	0.88	15	28.09	3.17	15	4.95	0.31	13	102.03	2.32	14	nan	nan	0	0.09	0.05	14	0.21	0.26	14	1.81	1.26	14	0.03	0.01	14	nan	nan	2	0.17	0.10	14	13.64	2.01	14	13.64	2.01	14	1.44	0.61	14	7.25	0.43	4
Å13	SKEX14	10	12.47	1.52	14	27.47	3.82	14	5.25	0.27	12	98.69	1.72	14	nan	nan	0	0.18	0.06	14	0.43	0.33	14	2.38	1.24	14	0.10	0.08	14	0.25	0.21	12	0.40	0.26	14	13.79	2.35	14	13.79	2.35	14	2.19	1.00	14	nan	nan	1
Å13	SKEX14	11	9.18	1.57	11	28.92	3.36	11	5.54	0.42	14	98.79	1.36	13	nan	nan	0	0.31	0.10	12	1.96	0.97	13	4.04	2.57	13	0.33	0.23	13	1.30	0.62	13	0.51	0.46	10	14.29	1.94	13	14.29	1.94	13	2.04	0.81	13	nan	nan	0
Å13	SKEX14	12	6.48	2.23	15	28.25	3.35	15	5.93	0.42	11	98.97	1.49	15	nan	nan	0	0.44	0.12	15	4.29	1.40	15	5.63	1.55	15	0.38	0.34	15	3.45	1.16	15	0.77	0.47	14	16.59	1.39	15	16.59	1.39	15	1.38	0.89	15	nan	nan	2
Å15	SKEX16	01	4.53	2.35	13	31.51	3.01	13	6.30	0.49	18	98.70	1.93	13	nan	nan	0	0.52	0.09	13	6.09	1.48	13	5.20	2.29	13	0.37	0.43	13	5.35	1.38	13	0.30	0.29	13	14.91	2.75	13	14.91	2.75	13	1.54	2.39	9	nan	nan	0
Å15	SKEX16	02	3.12	1.88	15	28.46	4.44	15	6.55	0.21	19	102.80	3.44	15	nan	nan	0	0.43	0.18	15	5.79	2.94	15	5.64	3.85	15	0.17	0.12	15	6.65	1.62	13	0.17	0.14	15	17.08	1.68	15	17.08	1.68	15	3.61	4.00	11	nan	nan	0
