STATN	STNCODE	MONTH	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:number_of_values	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:number_of_values	DOXY_BTL_bottom:mean	DOXY_BTL_bottom:std	DOXY_BTL_bottom:number_of_values	O2SAT_BTL:mean	O2SAT_BTL:std	O2SAT_BTL:number_of_values	H2S:mean	H2S:std	H2S:number_of_values	PHOS:mean	PHOS:std	PHOS:number_of_values	DIN:mean	DIN:std	DIN:number_of_values	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:number_of_values	NTRI:mean	NTRI:std	NTRI:number_of_values	NTRA:mean	NTRA:std	NTRA:number_of_values	AMON:mean	AMON:std	AMON:number_of_values	PTOT:mean	PTOT:std	PTOT:number_of_values	NTOT:mean	NTOT:std	NTOT:number_of_values	CHLA:mean	CHLA:std	CHLA:number_of_values	SECCHI:mean	SECCHI:std	SECCHI:number_of_values
FLADEN	KANX25	04	5.98	1.57	16	22.31	3.15	16	6.16	0.27	27	105.04	3.25	16	nan	nan	0	0.09	0.04	16	1.09	1.76	16	1.56	1.39	16	0.05	0.04	16	2.49	2.02	10	0.27	0.19	16	16.82	2.64	16	16.82	2.64	16	2.34	1.68	16	7.50	2.29	4
FLADEN	KANX25	05	10.15	1.29	12	21.74	2.65	12	5.83	0.26	22	104.32	3.11	12	nan	nan	0	0.07	0.04	12	0.51	0.43	12	1.49	1.29	12	0.04	0.02	12	1.27	0.58	7	0.15	0.07	12	15.91	1.49	12	15.91	1.49	12	1.44	0.57	12	8.62	2.63	4
FLADEN	KANX25	06	14.92	1.51	18	22.14	2.93	18	5.37	0.47	26	105.22	3.60	17	nan	nan	0	0.05	0.02	17	0.44	1.15	17	1.08	1.19	17	0.03	0.03	17	1.12	1.81	5	0.12	0.06	17	15.50	2.81	17	15.50	2.81	17	1.35	0.65	17	8.21	2.14	7
FLADEN	KANX25	07	17.79	1.21	19	22.42	2.68	19	4.65	0.39	26	104.14	2.74	19	nan	nan	0	0.06	0.03	19	0.14	0.05	19	0.49	0.41	19	0.02	0.01	19	nan	nan	2	0.16	0.08	18	15.24	3.34	19	15.24	3.34	19	1.05	0.51	19	8.50	1.94	8
FLADEN	KANX25	08	18.59	1.09	17	22.29	2.45	17	4.21	0.36	29	101.74	2.91	18	nan	nan	0	0.07	0.05	18	0.14	0.07	18	1.26	0.96	18	0.02	0.00	18	nan	nan	1	0.17	0.09	17	15.73	2.25	18	15.73	2.25	18	1.01	0.44	18	7.60	1.02	5
FLADEN	KANX25	09	16.37	0.96	28	24.08	2.58	28	3.96	0.59	47	99.51	2.01	28	nan	nan	0	0.08	0.03	28	0.15	0.06	28	1.80	0.98	28	0.03	0.02	28	0.14	0.08	8	0.20	0.13	28	15.23	1.35	28	15.23	1.35	28	1.47	0.61	28	7.79	1.11	12
FLADEN	KANX25	10	12.45	1.28	14	23.11	3.43	14	4.59	0.42	19	98.74	1.98	14	nan	nan	0	0.17	0.05	14	0.30	0.28	14	3.05	1.82	14	0.07	0.07	14	0.36	0.32	6	0.19	0.12	14	15.04	1.91	14	15.04	1.91	14	2.43	1.51	14	7.50	0.50	4
FLADEN	KANX25	11	9.12	1.45	11	25.64	3.97	11	4.81	0.32	24	98.64	2.93	15	nan	nan	0	0.32	0.13	15	1.51	1.25	15	4.30	3.10	15	0.23	0.24	15	1.20	0.78	13	0.32	0.40	12	14.74	2.01	15	14.74	2.01	15	2.77	1.30	15	nan	nan	2
FLADEN	KANX25	12	6.22	1.74	15	25.05	3.29	15	5.64	0.37	21	98.42	1.37	15	nan	nan	0	0.45	0.09	15	3.57	1.61	15	6.34	2.03	15	0.22	0.15	15	3.31	1.24	14	0.61	0.35	14	16.73	1.47	15	16.73	1.47	15	2.06	1.92	15	nan	nan	0
HANÖBUKTEN	BPSH05	01	4.07	1.32	13	7.54	0.45	13	1.22	1.57	28	97.72	1.03	13	nan	nan	0	0.67	0.12	13	2.94	0.54	13	12.24	2.13	13	0.15	0.12	13	2.65	0.50	12	0.21	0.17	13	20.69	1.00	10	20.69	1.00	10	0.80	0.39	8	nan	nan	2
HANÖBUKTEN	BPSH05	02	2.86	0.84	13	7.47	0.40	13	1.79	1.58	18	98.71	1.21	14	nan	nan	0	0.73	0.17	14	3.30	0.45	14	13.44	2.49	14	0.12	0.04	14	3.06	0.40	14	0.15	0.05	14	20.31	1.06	14	20.31	1.06	14	0.79	0.53	9	11.33	1.25	6
HANÖBUKTEN	BPSH05	03	2.54	1.02	14	7.49	0.27	14	1.64	1.51	25	101.40	3.15	15	nan	nan	0	0.67	0.22	15	2.23	1.17	15	13.53	3.58	15	0.15	0.12	15	2.07	0.93	14	0.18	0.08	14	20.74	1.09	13	20.74	1.09	13	2.15	1.71	11	8.42	2.49	6
HANÖBUKTEN	BPSH05	04	4.36	1.51	16	7.50	0.21	16	1.49	1.68	25	109.56	4.81	16	nan	nan	0	0.45	0.17	16	0.26	0.33	16	10.80	3.55	16	0.03	0.03	16	0.63	0.38	3	0.17	0.08	16	19.76	1.65	14	19.76	1.65	14	4.78	3.02	9	9.19	1.78	8
HANÖBUKTEN	BPSH05	05	8.12	1.65	12	7.48	0.19	12	0.78	1.58	22	110.64	3.68	12	nan	nan	0	0.31	0.12	12	0.13	0.01	12	9.64	2.64	12	0.03	0.01	12	nan	nan	1	0.16	0.11	12	20.56	1.82	10	20.56	1.82	10	2.30	1.11	7	8.44	2.36	9
HANÖBUKTEN	BPSH05	06	13.10	1.73	14	7.38	0.27	14	0.32	1.10	29	109.32	3.25	14	nan	nan	0	0.23	0.12	14	0.14	0.05	14	9.00	2.54	14	0.02	0.00	14	nan	nan	2	0.13	0.06	14	20.06	1.83	12	20.06	1.83	12	1.78	0.75	10	6.45	1.16	11
HANÖBUKTEN	BPSH05	07	16.61	1.73	17	7.35	0.26	16	0.03	1.20	24	106.94	3.10	17	nan	nan	0	0.20	0.10	17	0.15	0.05	17	8.88	2.21	17	0.04	0.02	17	0.10	0.00	4	0.16	0.09	17	20.70	1.39	15	20.70	1.39	15	2.04	0.66	12	6.35	1.13	13
HANÖBUKTEN	BPSH05	08	18.48	1.54	20	7.32	0.21	20	-0.24	1.20	32	103.30	4.31	21	nan	nan	0	0.14	0.09	21	0.13	0.01	21	8.57	2.05	21	0.03	0.01	21	nan	nan	2	0.18	0.08	21	22.15	2.24	19	22.15	2.24	19	2.23	0.78	13	6.20	1.09	15
HANÖBUKTEN	BPSH05	09	15.70	1.41	14	7.44	0.19	14	0.04	0.85	28	100.22	3.84	15	nan	nan	0	0.25	0.12	15	0.14	0.05	15	9.92	1.89	15	0.03	0.01	15	nan	nan	1	0.19	0.11	15	20.40	1.15	14	20.40	1.15	14	1.98	0.55	12	6.86	0.64	7
HANÖBUKTEN	BPSH05	10	11.87	1.70	14	7.39	0.25	14	0.40	0.82	22	98.19	1.08	14	nan	nan	0	0.33	0.14	14	0.20	0.07	14	9.40	2.03	14	0.06	0.02	14	0.11	0.02	9	0.20	0.11	14	19.91	1.99	13	19.91	1.99	13	2.37	0.78	11	7.60	0.80	5
HANÖBUKTEN	BPSH05	11	9.06	1.44	14	7.43	0.21	13	0.48	1.25	33	97.42	1.45	16	nan	nan	0	0.43	0.16	15	0.93	0.62	15	8.89	3.24	15	0.23	0.12	15	0.50	0.40	14	0.19	0.10	14	18.83	0.79	13	18.83	0.79	13	3.32	1.10	11	8.38	1.08	4
HANÖBUKTEN	BPSH05	12	6.47	1.06	14	7.52	0.51	14	0.75	0.98	21	97.36	1.15	14	nan	nan	0	0.57	0.14	14	1.88	0.54	14	10.67	3.37	14	0.26	0.14	14	1.37	0.58	14	0.28	0.25	13	18.62	4.31	13	18.62	4.31	13	1.70	0.84	10	nan	nan	1
N14 FALKENBERG	KANX50	01	2.65	2.27	7	22.43	3.45	7	6.13	0.56	16	101.32	6.92	8	nan	nan	0	0.61	0.11	8	5.89	1.29	8	11.04	3.83	8	0.31	0.14	7	5.12	1.30	7	0.42	0.22	7	21.03	3.35	8	21.03	3.35	8	1.93	2.29	8	nan	nan	2
N14 FALKENBERG	KANX50	02	1.81	1.41	11	19.69	2.50	11	6.20	0.64	21	101.65	3.71	12	nan	nan	0	0.45	0.24	12	4.58	3.08	12	8.43	5.15	12	0.26	0.20	11	4.80	1.99	10	0.22	0.12	11	21.16	3.10	12	21.16	3.10	12	7.12	5.73	11	5.62	2.90	4
N14 FALKENBERG	KANX50	03	3.04	1.79	8	21.65	3.61	8	6.52	0.85	19	103.56	3.18	9	nan	nan	0	0.16	0.10	9	1.41	1.85	9	2.66	2.48	9	0.08	0.08	8	1.93	1.81	6	0.30	0.14	8	17.42	1.36	9	17.42	1.36	9	3.68	2.49	9	7.17	2.39	6
N14 FALKENBERG	KANX50	04	5.79	1.73	8	19.81	1.50	8	6.09	0.62	18	103.96	3.43	9	nan	nan	0	0.08	0.03	9	0.25	0.23	9	2.43	1.87	9	0.02	0.01	8	nan	nan	2	0.23	0.12	8	18.01	3.91	9	18.01	3.91	9	1.94	0.81	9	6.25	1.15	6
N14 FALKENBERG	KANX50	05	10.58	1.54	5	18.40	1.56	5	6.32	0.77	17	107.36	7.43	6	nan	nan	0	0.09	0.04	6	0.14	0.05	6	2.35	1.07	6	0.02	0.00	5	nan	nan	0	0.13	0.09	5	16.38	1.14	6	16.38	1.14	6	1.19	0.74	6	7.62	1.39	4
N14 FALKENBERG	KANX50	06	15.50	1.94	10	18.70	2.50	10	5.79	0.69	23	108.06	6.15	11	nan	nan	0	0.07	0.04	11	0.27	0.46	11	2.26	1.50	11	0.03	0.01	10	nan	nan	1	0.12	0.07	10	15.68	2.25	11	15.68	2.25	11	1.04	0.41	11	7.75	1.85	8
N14 FALKENBERG	KANX50	07	18.53	1.23	10	19.40	2.51	10	5.08	0.66	22	104.45	3.49	11	nan	nan	0	0.05	0.02	11	0.14	0.06	11	0.68	0.86	11	0.02	0.01	10	nan	nan	2	0.16	0.08	10	16.55	3.97	11	16.55	3.97	11	1.03	0.69	11	8.33	1.89	9
N14 FALKENBERG	KANX50	08	18.80	1.03	10	19.34	1.61	10	4.35	0.78	21	103.73	3.58	11	nan	nan	0	0.05	0.02	11	0.13	0.04	11	1.11	0.66	11	0.02	0.00	10	nan	nan	1	0.20	0.09	9	17.01	2.32	11	17.01	2.32	11	1.12	0.52	11	8.50	1.61	5
N14 FALKENBERG	KANX50	09	15.94	0.87	11	21.03	1.86	11	3.77	0.83	23	101.82	4.84	12	nan	nan	0	0.07	0.03	12	0.19	0.17	12	1.53	0.91	12	0.02	0.01	11	nan	nan	2	0.20	0.13	11	17.06	3.73	12	17.06	3.73	12	2.04	1.49	12	7.25	1.94	8
N14 FALKENBERG	KANX50	10	12.15	1.18	9	20.80	2.65	9	4.27	0.98	19	102.07	9.76	10	nan	nan	0	0.17	0.08	10	0.28	0.16	10	3.57	2.23	10	0.04	0.02	9	0.24	0.16	4	0.23	0.17	9	16.35	2.53	10	16.35	2.53	10	2.56	0.94	10	7.30	1.78	5
N14 FALKENBERG	KANX50	11	8.65	0.95	7	22.05	2.68	7	5.08	0.66	20	99.76	2.45	9	nan	nan	0	0.28	0.09	9	0.98	0.64	9	4.76	3.02	9	0.08	0.04	8	0.86	0.33	6	0.31	0.32	6	17.36	5.03	9	17.36	5.03	9	3.68	2.08	9	7.36	1.09	7
N14 FALKENBERG	KANX50	12	5.39	1.86	7	22.38	2.17	7	5.55	0.67	18	100.08	3.75	8	nan	nan	0	0.45	0.09	8	2.99	1.01	8	7.38	2.80	8	0.18	0.04	7	2.71	0.80	7	0.49	0.21	6	20.45	7.37	8	20.45	7.37	8	2.69	1.78	8	nan	nan	2
P2	SKEX23	01	4.21	1.95	16	29.37	3.84	16	6.52	0.53	22	98.73	1.40	16	nan	nan	0	0.61	0.15	16	8.36	3.63	16	8.59	3.62	16	0.68	0.76	16	7.49	2.21	15	0.68	0.68	16	20.00	3.67	16	20.00	3.67	16	1.26	1.49	15	6.88	2.56	4
P2	SKEX23	02	2.65	1.50	16	26.33	3.36	16	6.71	0.31	33	102.14	2.71	18	nan	nan	0	0.44	0.20	18	6.38	4.47	18	6.69	4.45	18	0.23	0.19	18	6.45	3.92	18	0.26	0.23	18	20.09	3.43	18	20.09	3.43	18	5.49	4.91	18	5.82	1.86	11
P2	SKEX23	03	3.82	1.42	14	28.50	3.17	14	6.70	0.34	24	105.19	5.37	14	nan	nan	0	0.24	0.15	14	5.64	4.05	14	3.25	2.54	14	0.21	0.23	14	6.20	3.26	12	0.33	0.28	13	18.10	3.54	14	18.10	3.54	14	3.26	2.54	14	5.40	1.74	5
P2	SKEX23	04	6.14	1.43	15	25.13	4.44	15	6.57	0.30	32	106.17	3.15	16	nan	nan	0	0.09	0.05	16	1.42	1.49	16	0.75	0.65	16	0.08	0.11	16	1.97	1.24	11	0.36	0.29	16	17.63	2.77	16	17.63	2.77	16	2.01	1.74	16	7.38	1.62	12
P2	SKEX23	05	10.23	1.33	13	24.65	4.38	13	6.08	0.43	28	105.46	2.47	13	nan	nan	0	0.06	0.02	13	0.31	0.36	13	0.88	0.58	13	0.03	0.01	13	0.61	0.50	6	0.25	0.19	13	16.06	1.47	13	16.06	1.47	13	1.70	0.80	13	7.27	1.96	11
P2	SKEX23	06	14.19	1.83	15	27.39	3.91	15	5.84	0.28	27	107.64	4.78	16	nan	nan	0	0.06	0.03	16	0.53	1.03	16	0.87	0.67	16	0.05	0.05	16	3.46	4.80	4	0.21	0.20	16	15.12	3.48	16	15.12	3.48	16	1.58	0.78	16	7.73	2.02	11
P2	SKEX23	07	17.45	1.25	17	27.64	3.49	17	5.38	0.37	27	105.78	3.35	18	nan	nan	0	0.05	0.04	18	0.25	0.45	18	0.50	0.39	18	0.03	0.02	18	0.48	0.68	5	0.24	0.13	18	17.49	10.21	18	17.49	10.21	18	1.24	0.89	18	9.15	1.62	17
P2	SKEX23	08	18.17	1.17	19	28.06	3.78	19	5.02	0.39	36	103.85	3.91	19	nan	nan	0	0.08	0.04	19	0.15	0.07	19	1.28	0.86	19	0.02	0.00	19	nan	nan	2	0.20	0.11	19	13.82	2.79	19	13.82	2.79	19	1.81	1.86	19	8.25	1.63	12
P2	SKEX23	09	16.17	1.08	22	29.70	2.79	22	4.95	0.55	36	100.65	2.54	21	nan	nan	0	0.12	0.06	22	0.16	0.14	22	1.67	0.64	22	0.03	0.01	22	0.12	0.02	4	0.25	0.22	22	13.44	2.14	22	13.44	2.14	22	1.56	0.86	21	8.38	1.99	12
P2	SKEX23	10	12.62	1.53	14	28.04	3.38	14	5.09	0.35	18	97.50	2.31	14	nan	nan	0	0.21	0.07	14	0.65	0.49	14	2.94	1.31	14	0.15	0.12	14	0.36	0.28	13	0.43	0.37	14	13.77	1.36	14	13.77	1.36	14	2.21	1.10	14	7.20	1.94	5
P2	SKEX23	11	9.41	1.39	11	28.89	3.79	11	5.54	0.34	27	99.39	2.10	15	nan	nan	0	0.38	0.11	15	2.01	1.02	15	4.10	1.94	15	0.38	0.26	15	1.22	0.56	15	0.80	0.64	13	15.59	2.03	15	15.59	2.03	15	2.30	0.94	15	7.25	1.71	8
P2	SKEX23	12	6.86	2.12	15	28.77	4.11	15	5.87	0.45	25	98.85	1.46	15	nan	nan	0	0.48	0.10	15	4.57	2.01	15	5.96	2.15	15	0.35	0.27	15	3.75	1.54	15	1.05	0.71	14	16.87	3.14	15	16.87	3.14	15	1.49	1.35	15	nan	nan	0
REF M1V1	BPWK01	01	1.92	1.64	13	7.03	0.35	13	8.89	0.43	26	97.95	1.58	14	nan	nan	0	0.74	0.13	14	4.37	0.91	14	17.11	2.36	14	0.36	0.21	14	3.64	0.79	14	0.34	0.43	13	24.11	1.99	14	24.11	1.99	14	1.02	0.65	14	3.70	1.57	12
REF M1V1	BPWK01	02	1.17	1.26	16	7.05	0.34	16	9.13	0.38	26	98.69	2.24	16	nan	nan	0	0.81	0.12	16	5.43	1.01	16	18.28	3.07	16	0.43	0.19	16	4.57	0.82	16	0.23	0.22	16	25.03	2.16	16	25.03	2.16	16	1.12	0.55	16	4.30	1.34	9
REF M1V1	BPWK01	03	1.68	1.47	15	7.09	0.31	15	9.29	0.41	29	102.25	2.56	16	nan	nan	0	0.69	0.20	16	4.01	2.15	16	17.33	4.36	16	0.28	0.19	16	3.45	1.89	16	0.22	0.17	16	24.64	2.43	16	24.64	2.43	16	3.98	3.14	16	4.50	1.27	9
REF M1V1	BPWK01	04	4.34	1.67	15	7.01	0.23	15	9.15	0.67	30	106.04	3.11	16	nan	nan	0	0.28	0.13	16	0.14	0.04	16	5.37	3.09	16	0.03	0.01	16	nan	nan	2	0.14	0.10	16	19.93	1.67	16	19.93	1.67	16	2.81	2.77	15	7.42	2.01	11
REF M1V1	BPWK01	05	9.31	1.22	13	6.96	0.26	13	7.99	0.41	29	105.12	2.00	14	nan	nan	0	0.30	0.13	14	0.18	0.14	14	8.12	2.93	14	0.05	0.06	14	0.13	0.05	5	0.12	0.07	14	18.93	1.09	14	18.93	1.09	14	1.02	0.79	14	9.45	1.56	11
REF M1V1	BPWK01	06	13.64	1.52	16	6.99	0.24	16	6.98	0.61	32	104.25	2.09	16	nan	nan	0	0.29	0.12	17	0.16	0.06	17	9.46	2.60	17	0.04	0.03	17	0.11	0.01	4	0.14	0.20	17	19.92	1.98	17	19.92	1.98	17	1.68	1.11	17	7.49	1.47	14
REF M1V1	BPWK01	07	16.65	1.76	20	7.02	0.25	20	6.27	0.66	36	105.12	4.48	20	nan	nan	0	0.25	0.12	20	0.15	0.04	20	9.75	2.19	20	0.04	0.02	20	0.10	0.00	5	0.13	0.07	20	21.47	2.06	20	21.47	2.06	20	2.30	1.27	19	5.99	1.03	16
REF M1V1	BPWK01	08	17.92	2.22	17	6.97	0.23	17	5.52	1.01	31	101.77	4.18	19	nan	nan	0	0.27	0.12	19	0.15	0.02	19	10.59	2.42	19	0.04	0.01	19	0.13	0.03	4	0.13	0.08	19	23.03	1.66	19	23.03	1.66	19	2.91	1.09	18	5.90	1.34	15
REF M1V1	BPWK01	09	14.62	2.31	15	6.98	0.30	15	6.27	0.83	32	99.76	4.78	15	nan	nan	0	0.31	0.16	15	0.15	0.05	15	11.25	1.70	15	0.03	0.01	15	0.10	0.00	3	0.14	0.10	15	20.88	1.82	15	20.88	1.82	15	2.48	1.08	15	6.78	0.97	9
REF M1V1	BPWK01	10	10.46	1.62	15	7.01	0.25	15	7.11	0.50	23	98.12	2.13	16	nan	nan	0	0.44	0.16	16	0.29	0.20	16	12.37	2.51	16	0.07	0.03	16	0.21	0.19	11	0.28	0.29	16	21.11	1.84	15	21.11	1.84	15	2.73	1.37	16	6.83	1.89	9
REF M1V1	BPWK01	11	7.29	1.54	20	7.08	0.25	20	7.82	0.51	34	97.41	1.78	20	nan	nan	0	0.58	0.10	20	1.53	0.69	20	13.96	2.22	20	0.29	0.14	20	0.95	0.57	20	0.47	0.29	19	20.48	1.66	20	20.48	1.66	20	2.06	0.94	19	5.91	1.22	11
REF M1V1	BPWK01	12	5.00	0.96	15	7.17	0.28	15	8.23	0.44	29	98.44	1.63	16	nan	nan	0	0.68	0.12	16	3.03	0.70	16	14.91	2.57	16	0.52	0.20	16	1.99	0.61	16	0.50	0.39	15	22.77	2.59	16	22.77	2.59	16	1.37	0.48	16	5.92	2.39	6
SLÄGGÖ	FIBG27	01	3.30	2.14	24	25.98	1.96	24	5.31	0.59	22	98.14	3.05	24	nan	nan	0	0.53	0.12	24	7.01	3.15	24	9.91	4.66	24	0.19	0.09	24	6.64	3.01	24	0.65	0.34	24	20.15	3.65	24	20.15	3.65	24	1.86	2.82	23	4.40	2.06	5
SLÄGGÖ	FIBG27	02	2.49	1.47	25	25.85	2.65	24	5.42	1.03	21	99.72	3.34	27	nan	nan	0	0.54	0.16	27	8.69	4.14	27	10.91	5.30	27	0.30	0.25	27	8.13	3.86	27	0.54	0.36	27	21.97	4.10	27	21.97	4.10	27	2.75	3.54	27	5.52	1.85	15
SLÄGGÖ	FIBG27	03	2.70	1.78	28	25.46	3.07	28	5.28	0.93	23	103.75	5.52	28	nan	nan	0	0.25	0.19	28	4.32	3.91	28	4.38	4.22	28	0.13	0.10	28	4.65	3.97	26	0.36	0.27	27	18.73	3.37	28	18.73	3.37	28	4.53	4.01	28	6.82	2.22	22
SLÄGGÖ	FIBG27	04	5.49	1.77	29	23.81	3.34	29	5.14	0.90	25	105.55	4.74	29	nan	nan	0	0.12	0.10	29	2.32	2.72	29	3.32	4.02	29	0.09	0.07	29	2.66	2.99	28	0.51	0.41	29	18.84	3.10	29	18.84	3.10	29	2.46	1.43	29	5.93	2.53	25
SLÄGGÖ	FIBG27	05	10.05	1.71	27	23.59	2.68	27	5.25	0.68	23	105.50	3.18	28	nan	nan	0	0.07	0.03	28	1.02	1.21	28	2.55	1.63	28	0.07	0.05	28	1.35	1.41	22	0.39	0.26	28	17.09	1.58	28	17.09	1.58	28	2.31	1.31	28	6.76	2.13	27
SLÄGGÖ	FIBG27	06	14.41	1.82	24	24.90	3.06	24	4.44	0.68	30	108.83	5.11	27	nan	nan	0	0.05	0.02	27	0.46	0.72	27	0.71	0.61	27	0.04	0.04	27	1.19	1.12	11	0.20	0.16	27	15.56	2.63	27	15.56	2.63	27	2.13	0.70	27	6.62	1.50	24
SLÄGGÖ	FIBG27	07	17.88	1.64	33	24.51	1.91	32	4.07	0.46	27	105.15	3.68	33	nan	nan	0	0.05	0.02	33	0.28	0.47	33	0.59	0.46	33	0.04	0.03	33	0.47	0.63	12	0.28	0.25	32	15.58	2.06	33	15.58	2.06	33	1.70	1.13	33	7.48	1.96	31
SLÄGGÖ	FIBG27	08	18.62	1.35	31	24.69	2.52	31	3.42	0.61	24	101.34	4.34	33	nan	nan	0	0.07	0.03	33	0.22	0.17	33	1.26	0.78	33	0.04	0.03	33	0.38	0.29	13	0.27	0.15	33	15.05	2.11	33	15.05	2.11	33	2.00	0.99	33	7.07	2.14	28
SLÄGGÖ	FIBG27	09	16.41	0.91	28	25.69	2.07	28	3.19	0.57	23	98.76	4.76	28	nan	nan	0	0.09	0.04	29	0.37	0.40	29	1.44	1.19	29	0.07	0.08	29	0.54	0.57	15	0.24	0.16	29	15.09	1.42	29	15.09	1.42	29	2.40	1.06	29	7.25	1.98	24
SLÄGGÖ	FIBG27	10	12.98	1.49	28	25.80	2.78	28	3.58	0.83	26	96.42	4.29	29	nan	nan	0	0.15	0.08	29	0.83	0.93	29	2.42	1.90	29	0.12	0.12	29	0.79	0.80	22	0.59	0.86	28	15.57	2.18	29	15.57	2.18	29	2.72	1.43	29	7.44	2.94	17
SLÄGGÖ	FIBG27	11	9.64	1.50	26	26.87	2.51	25	4.07	0.89	22	95.82	3.33	28	nan	nan	0	0.32	0.11	28	2.80	1.56	29	6.15	3.85	29	0.31	0.22	29	2.16	1.23	29	0.74	0.55	26	16.58	3.04	29	16.58	3.04	29	2.56	2.04	29	6.79	2.91	11
SLÄGGÖ	FIBG27	12	6.42	1.97	27	26.55	2.61	27	4.55	0.95	24	97.07	2.01	28	nan	nan	0	0.44	0.10	28	5.08	2.16	28	8.37	4.79	28	0.32	0.19	28	4.38	2.10	28	1.04	0.40	27	18.85	3.26	28	18.85	3.26	28	1.49	1.05	28	5.50	2.58	11
W LANDSKRONA	SOCX39	01	3.54	1.47	17	16.19	4.96	17	5.54	0.90	37	95.37	4.25	18	nan	nan	0	0.69	0.11	18	6.35	0.96	18	12.58	2.23	18	0.48	0.20	18	5.38	1.04	18	0.42	0.16	18	21.19	1.91	17	21.19	1.91	17	0.82	0.62	18	nan	nan	1
W LANDSKRONA	SOCX39	02	2.46	1.12	18	12.43	4.24	18	5.81	0.76	38	98.83	3.06	18	nan	nan	0	0.67	0.11	18	5.31	1.26	18	12.74	2.01	18	0.33	0.12	18	4.64	1.22	18	0.39	0.14	18	22.14	1.83	18	22.14	1.83	18	1.50	1.32	18	9.50	1.34	7
W LANDSKRONA	SOCX39	03	3.71	1.32	13	15.51	4.74	13	5.71	0.67	28	101.69	3.84	13	nan	nan	0	0.32	0.17	13	1.77	1.42	14	6.32	3.97	13	0.10	0.07	13	1.54	1.19	12	0.28	0.16	12	19.53	2.24	14	19.53	2.24	14	3.49	2.47	13	6.90	2.42	5
W LANDSKRONA	SOCX39	04	5.96	1.46	16	11.64	4.95	16	4.86	0.62	32	105.46	3.93	16	nan	nan	0	0.26	0.12	16	0.45	0.75	16	5.48	2.50	16	0.04	0.02	16	0.69	1.22	11	0.26	0.18	16	18.23	0.78	16	18.23	0.78	16	1.19	0.56	16	10.62	1.41	8
W LANDSKRONA	SOCX39	05	10.43	1.55	12	14.10	4.04	12	4.39	0.65	24	104.49	4.82	12	nan	nan	0	0.25	0.12	12	0.63	1.00	12	5.45	2.99	12	0.09	0.19	12	2.06	3.41	6	0.15	0.07	12	17.79	2.23	12	17.79	2.23	12	1.36	0.70	12	7.65	0.95	10
W LANDSKRONA	SOCX39	06	14.29	1.46	17	12.64	4.03	17	4.39	0.80	37	104.77	4.98	17	nan	nan	0	0.22	0.08	17	0.50	0.83	17	6.47	1.72	17	0.05	0.03	17	1.47	1.50	6	0.14	0.07	17	18.78	1.19	17	18.78	1.19	17	1.46	0.84	17	7.59	1.52	11
W LANDSKRONA	SOCX39	07	17.59	1.34	19	12.91	4.37	19	3.77	0.67	28	102.91	5.35	19	nan	nan	0	0.23	0.09	19	0.24	0.17	19	6.31	2.66	19	0.04	0.02	19	0.47	0.47	8	0.16	0.09	19	18.87	2.38	19	18.87	2.38	19	1.91	1.03	19	7.25	1.02	16
W LANDSKRONA	SOCX39	08	17.88	1.20	19	14.94	4.65	19	2.95	0.79	32	95.61	7.58	19	nan	nan	0	0.24	0.09	19	0.34	0.30	19	7.25	2.63	19	0.06	0.04	19	0.62	0.83	14	0.39	0.28	18	20.24	3.96	19	20.24	3.96	19	2.65	2.25	19	6.67	1.60	12
W LANDSKRONA	SOCX39	09	15.43	1.07	20	14.15	4.49	20	2.14	0.73	44	95.06	6.33	20	nan	nan	0	0.32	0.11	20	0.44	0.35	20	9.14	2.52	20	0.07	0.04	20	0.47	0.35	16	0.35	0.20	20	19.32	1.99	20	19.32	1.99	20	2.08	0.66	20	7.04	1.52	13
W LANDSKRONA	SOCX39	10	11.97	1.25	15	15.06	4.79	15	2.58	0.77	26	90.33	7.50	15	nan	nan	0	0.47	0.14	15	2.07	2.12	15	11.91	2.12	15	0.15	0.07	15	1.28	1.07	14	0.61	0.27	15	19.50	1.84	15	19.50	1.84	15	2.07	1.03	15	6.50	1.87	3
W LANDSKRONA	SOCX39	11	9.06	1.29	12	14.92	5.40	12	3.18	0.69	30	94.42	4.89	15	nan	nan	0	0.44	0.17	15	2.25	0.93	15	9.11	3.69	15	0.18	0.10	15	1.88	0.85	15	0.64	0.42	13	18.59	2.62	15	18.59	2.62	15	2.02	0.84	15	nan	nan	0
W LANDSKRONA	SOCX39	12	6.44	1.35	15	16.93	5.99	15	4.36	0.93	25	95.16	4.69	15	nan	nan	0	0.59	0.11	15	4.55	1.46	15	10.41	2.78	15	0.46	0.29	15	3.54	1.24	15	0.71	0.36	14	19.95	2.87	15	19.95	2.87	15	1.16	0.59	15	8.67	1.25	3
Å13	SKEX14	01	3.97	2.00	14	29.56	3.18	14	6.44	0.61	12	98.60	1.18	14	nan	nan	0	0.57	0.14	14	8.12	3.50	14	8.25	3.13	14	0.55	0.67	14	7.56	2.27	13	0.50	0.43	14	18.08	2.42	14	18.08	2.42	14	1.73	3.19	14	nan	nan	0
